function	CV1	CV2	CV3	CV4	CV5	GF1	GF2	GF3	GF4	GF5	GF6
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	1371.43	1577.76	1532.91	1554.92	1809.51	260.5	251.41000000000005	345.34	246.65	245.18000000000004	254.53
1.1.1.136-RXN	36.17	10.17	11.33	32.33	8.67	0.33	0.33	1.67	0.0	0.33	1.0
1.1.1.215-RXN	0.0	0.0	0.0	1.0	0.67	0.0	1.0	18.0	0.0	0.2	3.4
1.1.1.251-RXN	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.253-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
1.1.1.261-RXN	15.0	30.5	157.5	18.5	27.0	0.5	1.0	0.0	0.0	0.0	0.0
1.1.1.264-RXN	0.0	4.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	0.0	1.0
1.1.1.271-RXN	746.8399999999999	324.59	486.66	749.25	291.09	15.83	17.08	19.67	5.5	7.58	17.5
1.1.1.39-RXN	386.34	656.1700000000001	640.83	404.83	798.6700000000001	238.0	232.16000000000005	230.84	236.65	233.83000000000004	235.33
1.1.1.43-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
1.1.1.83-RXN	2.0	2.0	2.0	2.0	1.67	0.0	0.0	25.0	0.0	0.0	2.0
1.1.99.25-RXN	0.0	1.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	0.2	2.4
1.10.2.2-RXN	0.0	1.0	0.0	0.0	0.0	0.0	1.0	36.0	0.0	0.2	0.4
1.11.1.15-RXN	2661.69	1585.6	1684.5	2943.26	1351.2700000000002	514.67	514.24	626.0099999999999	485.8	489.88000000000005	522.26
1.12.1.3-RXN	2455.68	2114.18	1723.0	3102.9300000000003	2494.18	65.0	49.5	54.0	26.5	33.5	56.75
1.13.11.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
1.13.11.49-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	1.0
1.13.11.6-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	1.0
1.13.11.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	1.4
1.14.11.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
1.14.11.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.14.12.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.4	0.8
1.14.13.59-RXN	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.14.19.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0
1.14.19.3-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0
1.15.1.2-RXN	306.17	365.17	413.66	462.83	314.67	5.83	0.33	6.67	5.0	2.33	3.5
1.17.1.1-RXN	1.0	4.0	2.0	1.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
1.17.4.2-RXN	1424.93	1583.26	1550.2400000000002	1977.83	1877.01	261.83	250.74	274.51	246.65	247.91000000000005	257.58000000000004
1.18.1.2-RXN	391.09	728.09	671.9100000000001	519.0	835.01	8.83	5.58	49.17	6.0	4.48	6.05
1.2.1.2-RXN	61.25	85.0	57.75	24.5	18.59	0.0	3.0	24.0	0.0	0.0	7.0
1.2.1.27-RXN	2.25	5.0	6.75	4.0	1.25	0.0	1.0	59.0	0.0	0.6000000000000001	5.2
1.2.1.32-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.2.1.45-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
1.2.1.66-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
1.2.1.9-RXN	7.0	7.0	2.0	1.0	0.0	0.0	1.0	16.0	0.0	0.2	1.4
1.2.3.3-RXN	1.34	2.0	1.34	0.0	0.66	458.34	456.66	438.34	462.3	462.00000000000006	457.66
1.2.4.4-RXN	669.17	231.17	251.0	693.92	207.17	15.0	16.0	57.0	5.0	7.4	19.05
1.2.7.4-RXN	29.0	26.0	39.0	7.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.7.5-RXN	2.0	6.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.7.8-RXN	1592.34	1382.34	1349.0	1582.84	1528.34	37.0	36.0	65.0	11.0	17.0	33.5
1.20.98.1-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.21.4.1-RXN	462.5	1602.5	995.0	655.0	1745.0	30.0	0.0	0.0	10.0	5.0	0.0
1.21.4.4-RXN	17.5	194.5	120.0	21.0	260.0	3.0	0.0	0.0	0.0	1.0	0.0
1.3.1.25-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
1.3.1.54-RXN	241.67	365.17	170.66	268.83	173.67000000000002	4.33	0.33	26.67	4.0	1.53	2.9
1.3.1.9-RXN	1808.35	1265.7600000000002	1226.0	1987.67	1291.09	497.17	494.24	557.0099999999999	477.3	480.2800000000001	496.31
1.3.99.16-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.4	0.8
1.3.99.5-RXN	704.8399999999999	304.42	302.67	717.42	224.75000000000003	244.17	246.08	232.17	236.65	238.25000000000003	244.83
1.4.1.11-RXN	7.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4.1.21-RXN	34.67	62.67	22.5	47.92	21.17	1.0	0.0	0.0	2.0	1.0	1.25
1.4.3.19-RXN	0.0	1.0	0.0	1.0	0.0	0.0	0.0	28.5	0.0	0.2	3.4
1.5.1.20-RXN	1026.51	927.59	918.83	1189.75	1029.59	253.0	249.91000000000005	286.34	241.15	242.28000000000003	250.73
1.5.1.24-RXN	0.67	0.0	0.17	0.0	0.33	229.17	228.33	219.17	231.15	231.00000000000003	228.33
1.5.1.28-RXN	2.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5.1.34-RXN	1.0	3.0	2.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	1.0
1.5.1.7-RXN	903.17	558.4200000000001	460.5	1077.42	415.92	19.0	18.75	13.0	9.5	9.25	18.5
1.5.5.1-RXN	0.0	1.0	0.0	0.0	0.0	0.0	1.0	27.0	0.0	0.2	0.4
1.5.8.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
1.5.8.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
1.6.4.4-RXN	705.17	308.42	304.5	721.42	225.76	15.0	18.75	66.0	5.5	7.65	23.3
1.7.2.2-RXN	685.84	247.84	256.5	700.59	213.84	15.0	15.0	13.0	5.0	7.0	16.25
1.7.2.3-RXN	2.0	6.0	4.0	2.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0
1.8.1.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
1.8.1.4-RXN	1638.01	1160.59	987.17	1720.34	1114.09	267.17	266.58000000000004	333.17	249.15	249.15	268.38
1.8.4.12-RXN	837.76	428.09	377.92	819.09	280.34	245.17	249.08	299.67	238.65	239.65	250.13
1.8.4.8-RXN	29.0	245.5	224.5	43.5	506.67	3.0	2.5	43.5	0.5	1.7	3.4
1.8.5.2-RXN	46.51	49.51	6.0	15.51	14.51	0.0	0.0	0.0	0.0	0.0	1.0
1.8.98.1-RXN	70.5	366.0	349.5	103.5	763.5	0.0	7.5	15.0	1.5	1.5	0.0
13-PROPANEDIOL-DEHYDROGENASE-RXN	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1PFRUCTPHOSN-RXN	355.34000000000003	639.1700000000001	617.83	510.33	798.6700000000001	238.0	232.16000000000005	252.34	235.65	235.03000000000003	234.73
1TRANSKETO-RXN	1895.27	2682.1	2391.5600000000004	2204.74	3252.6900000000005	273.49	259.40000000000003	354.35	254.65	252.37000000000003	264.43
2-DEHYDROPANTOATE-REDUCT-RXN	922.76	778.84	666.42	958.34	904.26	249.17	246.83	294.17	240.65	241.9	256.13
2-ENOATE-REDUCTASE-RXN	42.67	103.17	111.83	38.83	252.67	0.33	1.83	6.67	0.5	0.8300000000000001	1.0
2-HALOACID-DEHALOGENASE-RXN	119.59	139.0	83.09	164.0	75.91	460.34	457.66	463.34	464.3	463.4	460.46
2-ISOPROPYLMALATESYN-RXN	1105.01	1033.59	974.33	1236.75	1058.59	253.0	248.91000000000005	283.34	243.15	242.28000000000003	255.23
2-METHYLCITRATE-DEHYDRATASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	30.5	0.0	0.2	1.4
2-METHYLCITRATE-SYNTHASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	21.5	0.0	0.2	0.4
2-NITROPROPANE-DIOXYGENASE-RXN	3.0	8.0	8.0	4.0	1.0	0.0	1.0	65.5	0.0	0.4	2.8
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	6.0	20.0	3.0	16.0	3.67	0.0	3.0	45.0	0.0	0.2	2.4
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	770.01	407.34	379.67	744.09	250.84	244.17	248.83	272.67	238.15	238.7	248.98
2-OXOBUTYRATE-SYNTHASE-RXN	1227.0100000000002	1575.09	1924.83	1386.25	2169.09	254.5	253.91000000000005	277.84	247.15	244.08000000000004	248.33
2-OXOGLUTARATE-SYNTHASE-RXN	4563.02	2243.02	2104.0	4463.52	1486.02	90.0	106.5	105.0	37.0	43.5	106.0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0
2.1.1.130-RXN	304.34000000000003	521.84	317.66	302.75	458.84	7.33	0.33	26.67	4.0	2.53	3.15
2.1.1.131-RXN	306.67	508.67	459.66	303.33	491.67	7.83	0.33	26.67	4.0	2.53	2.9
2.1.1.132-RXN	394.84	607.84	632.6600000000001	409.25	564.84	9.33	0.33	26.67	6.0	3.53	3.65
2.1.1.133-RXN	313.67	515.6700000000001	461.66	304.33	491.67	7.83	0.33	26.67	4.0	2.53	2.9
2.1.1.151-RXN	304.34000000000003	521.84	317.66	302.75	458.84	7.33	0.33	26.67	4.0	2.53	3.15
2.1.1.17-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
2.1.1.34-RXN	7.0	19.0	4.0	18.0	4.67	0.0	1.0	10.0	0.0	0.0	2.0
2.1.1.63-RXN	1093.76	992.59	958.58	1240.75	1038.5100000000002	253.0	250.91000000000005	320.34	242.15	242.48	253.13
2.1.1.64-RXN	6.0	20.0	3.0	16.0	3.67	0.0	3.0	45.0	0.0	0.2	2.4
2.1.1.71-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
2.1.1.72-RXN	3516.19	3520.35	4511.14	4176.15	4790.1900000000005	525.99	526.8100000000001	620.6899999999999	493.3	499.1500000000001	526.6600000000001
2.1.1.74-RXN	126.42	92.0	79.92	216.0	66.08	230.17	229.33	228.17	231.15	232.00000000000003	230.83
2.1.1.77-RXN	16.5	23.0	15.0	8.5	3.67	0.0	2.0	57.0	0.0	0.2	2.9
2.1.1.79-RXN	96.92	93.0	71.92	120.0	74.25	230.17	231.33	298.17	233.15	232.4	232.13
2.1.3.1-RXN	16.5	21.0	15.0	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.5
2.1.3.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
2.3.1.118-RXN	0.67	0.0	0.17	2.0	1.0	229.17	229.33	237.17	231.15	231.2	231.73
2.3.1.128-RXN	843.94	1202.01	1016.08	1341.49	1258.42	937.17	919.81	999.69	940.1	933.69	936.22
2.3.1.157-RXN	141.42000000000002	117.0	87.92	222.0	66.75	230.17	231.33	251.67	232.15	232.2	233.23
2.3.1.168-RXN	0.25	1.0	0.75	0.0	0.25	0.0	0.0	16.0	0.0	0.2	1.4
2.3.1.179-RXN	1104.01	993.09	956.33	1246.75	1048.2600000000002	253.0	250.91000000000005	332.84	242.15	242.68000000000004	255.53
2.3.1.180-RXN	1181.93	1072.0100000000002	1015.08	1280.67	1068.2600000000002	253.0	252.66000000000005	302.84	242.65	242.53000000000003	254.73
2.3.1.184-RXN	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
2.3.1.41-RXN	35.0	67.0	12.0	55.5	11.67	0.0	5.0	45.0	0.0	0.4	4.3
2.3.1.89-RXN	56.25	17.0	24.75	180.0	29.25	1.0	0.0	0.0	0.0	1.0	2.0
2.3.2.10-RXN	0.92	0.0	0.92	0.0	0.5800000000000001	229.17	229.33	219.17	231.15	231.00000000000003	228.33
2.3.2.13-RXN	2.0	4.0	6.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
2.4.1.119-RXN	16.5	21.0	15.0	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.5
2.4.1.125-RXN	0.67	0.0	0.17	0.0	0.33	229.17	228.33	219.17	231.15	231.00000000000003	228.33
2.4.1.129-RXN	310.09000000000003	522.6700000000001	438.58	273.33	715.9200000000001	235.5	232.16000000000005	248.84	233.65	233.03000000000003	233.73
2.4.1.144-RXN	20.0	37.5	179.5	24.5	63.0	0.5	0.0	5.0	0.0	0.0	0.0
2.4.1.208-RXN	12.92	9.0	9.92	141.0	24.58	230.17	229.33	219.17	231.15	232.00000000000003	229.33
2.4.1.211-RXN	251.17	565.1700000000001	567.6600000000001	308.33	746.6700000000001	7.83	1.83	11.67	4.5	2.83	2.0
2.4.1.212-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
2.4.1.216-RXN	0.67	0.0	0.17	0.0	0.33	229.17	228.33	219.17	231.15	231.00000000000003	228.33
2.4.1.230-RXN	16.0	78.0	26.0	70.0	30.0	2.0	0.0	0.0	4.0	2.0	2.0
2.4.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2.4.1.52-RXN	32.0	7.0	12.0	33.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.57-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
2.4.1.58-RXN	1.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2.4.1.83-RXN	888.51	596.51	667.3299999999999	899.26	437.01	16.5	20.5	56.5	8.0	8.5	19.25
2.4.2.12-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
2.4.2.37-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
2.5.1.19-RXN	1070.76	980.59	943.58	1216.75	1042.84	253.0	249.91000000000005	300.34	242.15	242.48	253.13
2.5.1.39-RXN	32.5	49.0	24.0	28.5	9.17	0.0	2.0	47.0	0.0	0.4	4.3
2.5.1.44-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
2.5.1.46-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
2.5.1.64-RXN	694.26	290.92	304.09	697.17	224.50000000000003	473.34	473.41	464.84	467.8	469.25000000000006	473.91
2.5.1.68-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
2.6.1.18-RXN	0.0	1.0	0.0	0.0	0.0	0.0	1.0	27.0	0.0	0.2	1.4
2.6.1.22-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	9.0	0.0	0.0	4.0
2.6.1.37-RXN	101.67	126.42	219.5	75.17	100.42	0.5	1.75	16.0	0.5	0.45	0.65
2.6.1.57-RXN	1.0	3.0	2.0	2.0	0.67	0.0	1.0	34.0	0.0	0.4	2.8
2.6.1.82-RXN	2.0	3.0	4.0	1.0	2.17	0.0	0.0	0.0	0.0	0.0	1.0
2.7.1.148-RXN	1114.09	990.59	959.41	1255.75	1047.5100000000002	23.83	21.58	55.17	11.0	11.28	23.4
2.7.1.156-RXN	429.34	674.34	571.1600000000001	440.25	603.51	10.83	0.33	26.67	6.0	2.53	3.15
2.7.1.63-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
2.7.1.69-RXN	1233.0300000000002	2177.17	1729.02	2603.33	3032.51	1871.69	1846.47	1823.03	1878.7	1875.03	1877.54
2.7.1.90-RXN	697.17	286.42	298.5	700.42	220.42	15.0	16.75	13.0	5.5	7.25	16.5
2.7.13.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4
2.7.13.3-RXN	6119.73	7156.299999999999	7205.280000000001	6876.15	8470.32	1053.98	1014.87	1369.38	990.1	987.0500000000002	1043.0700000000002
2.7.3.9-RXN	446.7600000000001	804.34	686.74	603.16	839.2599999999999	238.33	233.49	263.01	236.65	235.36	238.23
2.7.7.1-RXN	23.0	295.5	223.5	35.5	506.67	3.0	2.5	7.0	0.5	1.5	2.0
2.7.7.13-RXN	1463.17	654.42	799.0	1474.92	527.9200000000001	30.5	33.75	103.5	10.5	14.65	35.3
2.7.7.15-RXN	16.67	16.17	2.0	5.17	4.67	0.0	0.0	0.0	0.0	0.0	0.0
2.7.7.33-RXN	143.84	166.34	241.82	186.16	139.34	2.16	0.66	17.34	2.0	1.66	4.0
2.7.7.39-RXN	27.590000000000003	23.17	8.92	143.17	28.25	230.17	228.33	219.17	231.15	232.00000000000003	230.33
2.7.7.60-RXN	1155.59	1376.09	1489.74	1311.5	1877.01	27.33	23.58	70.17	12.0	13.28	23.65
2.7.7.61-RXN	10.25	9.0	14.75	21.0	9.25	0.0	1.0	0.0	0.0	0.0	0.0
2.7.7.8-RXN	1070.76	980.59	943.58	1216.75	1042.84	253.0	250.91000000000005	284.34	242.15	242.28000000000003	251.73
2.7.8.12-RXN	44.17	36.0	41.67	426.0	86.83	232.17	228.33	219.17	231.15	234.00000000000003	233.33
2.7.8.14-RXN	21.67	26.0	19.17	141.0	28.33	230.17	228.33	219.17	231.15	232.00000000000003	229.33
2.7.8.24-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	0.4
2.7.8.25-RXN	10.25	11.0	15.75	21.0	9.25	0.0	2.0	27.0	0.0	0.2	0.4
2.7.8.6-RXN	10.0	10.0	5.0	130.0	23.0	0.0	0.0	0.0	0.0	1.0	3.0
2.7.9.3-RXN	277.25	589.0	416.75	299.0	711.42	7.0	2.5	23.0	4.5	2.7	2.9
2.8.1.6-RXN	1119.01	1050.76	951.99	1347.58	1064.93	23.16	19.91	66.84	11.0	12.61	25.4
2.8.3.10-RXN	12.25	9.0	16.75	22.0	10.25	0.0	1.0	0.0	0.0	0.0	0.0
2.8.3.7-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
2.8.3.9-RXN	60.0	34.0	27.0	16.0	30.0	0.0	2.0	0.0	0.0	0.0	2.0
2.9.1.1-RXN	141.5	484.0	344.0	176.0	612.67	6.0	2.5	7.0	2.5	1.5	3.5
2OXOGLUTDECARB-RXN	1.0	4.0	2.0	2.0	0.67	0.0	1.0	37.0	0.0	0.2	3.4
2PGADEHYDRAT-RXN	1163.9299999999998	1066.59	1003.25	1323.5	1105.67	483.17	478.24	503.51	475.3	474.2800000000001	481.31
2TRANSKETO-RXN	1895.27	2682.1	2391.5600000000004	2204.74	3252.6900000000005	273.49	259.40000000000003	354.35	254.65	252.37000000000003	264.43
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	775.3399999999999	342.09	335.66	762.75	249.26	15.33	19.08	71.17	6.5	7.98	21.8
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	25.0	140.5	126.5	54.5	266.0	1.0	1.5	5.0	2.5	1.5	1.0
3-DEHYDROQUINATE-DEHYDRATASE-RXN	1067.76	975.59	946.58	1218.75	1042.84	253.0	251.91000000000005	318.34	242.15	242.68000000000004	253.53
3-DEHYDROQUINATE-SYNTHASE-RXN	1070.76	980.59	943.58	1216.75	1042.84	253.0	248.91000000000005	284.34	242.15	242.48	252.13
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3-HYDROXY-KYNURENINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	28.0	0.0	0.2	1.4
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	0.0	2.0	0.0	0.0	0.0	0.0	2.0	27.0	0.0	0.2	1.4
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	198.67	158.17000000000002	275.66	190.83	178.67000000000002	1.83	2.33	41.67	0.0	0.33	3.0
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	1141.1799999999998	1018.59	970.0	1286.5	1053.59	482.17	480.24	546.0099999999999	473.3	473.4800000000001	483.71
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	110.92	413.0	281.42	228.5	555.08	234.17	230.83	272.67	233.65	234.7	235.23
3-NUCLEOTID-RXN	654.42	216.5	250.42	689.75	203.25	244.17	245.33	232.17	236.15	238.00000000000003	249.58
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	224.0	342.0	219.0	286.0	204.51	6.0	2.0	50.0	4.0	0.4	7.8
3-OXOACID-COA-TRANSFERASE-RXN	0.0	0.0	2.0	2.0	0.0	0.0	2.0	81.0	0.0	0.4	0.8
3-OXOACYL-ACP-REDUCT-RXN	2597.61	2779.43	2601.75	2986.0	2982.67	975.84	961.23	1202.0199999999998	954.6	951.2100000000002	976.17
3-OXOACYL-ACP-SYNTH-BASE-RXN	35.0	67.0	12.0	55.5	11.67	0.0	5.0	45.0	0.0	0.4	4.3
3-OXOACYL-ACP-SYNTH-RXN	35.0	67.0	12.0	55.5	11.67	0.0	5.0	45.0	0.0	0.4	4.3
3-OXOADIPATE-COA-TRANSFERASE-RXN	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3-OXOADIPATE-ENOL-LACTONASE-RXN	0.0	1.0	0.0	1.0	0.0	0.0	0.0	25.0	0.0	0.2	0.4
3.1.1.64-RXN	16.75	23.0	16.75	10.5	3.25	0.0	1.0	18.0	0.0	0.2	1.9
3.1.1.73-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
3.1.1.75-RXN	0.0	1.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0
3.1.1.81-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3.1.11.1-RXN	1.0	3.0	2.0	2.0	0.67	0.0	1.0	18.0	0.0	0.2	2.4
3.1.11.2-RXN	1092.26	952.09	804.08	1232.75	1026.84	252.5	250.91000000000005	341.84	242.15	242.48	251.63
3.1.11.6-RXN	2230.52	1981.1800000000003	1922.16	2510.0	2098.1800000000003	506.0	499.8200000000001	548.68	484.3	484.56000000000006	503.46
3.1.13.1-RXN	1.0	3.0	2.0	2.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
3.1.13.5-RXN	2.0	5.0	5.0	2.5	3.17	0.0	1.0	39.5	0.0	0.2	2.4
3.1.2.21-RXN	44.92	12.0	17.92	38.0	5.58	229.17	229.33	219.17	231.15	231.00000000000003	228.33
3.1.2.23-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	0.4
3.1.21.1-RXN	1.0	3.0	2.0	2.0	0.67	0.0	0.0	16.0	0.0	0.2	2.4
3.1.21.2-RXN	1096.09	956.59	952.41	1223.25	1042.0100000000002	23.83	19.58	24.67	10.0	11.08	23.0
3.1.21.3-RXN	5860.68	4115.84	4922.84	6982.84	4783.0	589.3399999999999	592.6600000000001	595.8399999999999	511.8	525.0000000000001	580.6600000000001
3.1.21.4-RXN	654.5	216.0	247.5	688.75	202.5	15.0	15.0	13.0	5.0	7.0	16.25
3.1.21.5-RXN	117.67	62.67	79.33	115.33	63.17	0.33	0.33	6.67	0.0	0.33	1.0
3.1.21.7-RXN	0.0	0.0	0.0	1.0	0.67	0.0	1.0	2.0	0.0	0.0	3.0
3.1.22.4-RXN	790.67	400.42	365.5	763.42	263.26	15.0	18.75	53.5	6.5	7.45	19.4
3.1.26.11-RXN	1158.4299999999998	1108.09	1025.25	1334.0	1138.67	483.17	477.24	478.01	474.3	474.0800000000001	480.91
3.1.26.12-RXN	1.0	4.0	2.0	2.0	0.67	0.0	1.0	30.5	0.0	0.2	2.4
3.1.26.3-RXN	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
3.1.26.4-RXN	2284.77	1999.1800000000003	1944.91	2695.5	2123.9300000000003	508.0	499.8200000000001	565.18	484.3	485.56000000000006	506.46
3.1.26.5-RXN	1111.76	983.59	952.58	1252.25	1045.34	253.0	249.91000000000005	268.34	242.15	242.28000000000003	251.73
3.1.26.8-RXN	114.92	78.0	62.92	210.0	60.58	230.17	229.33	219.17	231.15	232.00000000000003	230.33
3.1.27.1-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	0.4
3.1.3.16-RXN	799.1800000000001	1359.51	1438.4900000000002	1176.33	1691.51	248.33	233.99	286.50999999999993	241.15	240.26	243.03
3.1.3.70-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
3.1.3.77-RXN	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0
3.1.31.1-RXN	9.25	7.0	3.75	128.0	23.25	0.0	0.0	0.0	0.0	1.0	1.0
3.1.4.14-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
3.2.1.1-RXN	780.51	455.09	434.67	796.84	487.76	245.17	249.58	262.17	237.15	238.95	245.48
3.2.1.10-RXN	247.67	797.1700000000001	847.66	419.83	1458.67	6.83	6.33	26.67	6.0	6.33	5.0
3.2.1.11-RXN	8.5	4.5	1.5	4.75	1.0	0.0	0.0	0.0	0.0	0.0	0.25
3.2.1.135-RXN	0.67	0.0	0.17	0.0	0.33	229.17	228.33	219.17	231.15	231.00000000000003	228.33
3.2.1.136-RXN	7.5	2.0	1.5	4.75	0.5	0.0	0.0	0.0	0.0	0.0	0.25
3.2.1.139-RXN	654.17	215.5	247.67	688.75	202.33	244.17	244.33	234.17	236.15	238.00000000000003	244.58
3.2.1.14-RXN	20.17	7.0	5.67	12.75	1.83	229.17	230.33	223.17	231.15	231.00000000000003	228.58
3.2.1.141-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	0.4
3.2.1.156-RXN	15.67	4.0	3.17	9.5	1.33	229.17	228.33	219.17	231.15	231.00000000000003	228.83
3.2.1.17-RXN	58.0	18.5	22.0	48.0	7.17	0.0	1.0	2.0	0.0	0.0	3.0
3.2.1.18-RXN	2018.67	767.17	839.5	2074.92	637.67	45.0	48.5	39.0	16.0	21.5	48.75
