function	CV1	CV2	CV3	CV4	CV5	GF1	GF2	GF3	GF4	GF5	GF6
RXN-10698	0.0	1.0	1.0	2.0	1.34	0.0	3.0	64.0	0.0	0.4	5.8
RXN-10699	0.0	1.0	2.0	2.0	1.34	0.0	1.0	44.0	0.0	0.4	5.8
RXN-10700	0.0	1.0	2.0	2.0	1.34	0.0	1.0	44.0	0.0	0.4	5.8
RXN-10701	0.0	1.0	2.0	2.0	1.34	0.0	1.0	44.0	0.0	0.4	5.8
RXN-10702	0.0	1.0	1.0	2.0	1.34	0.0	3.0	64.0	0.0	0.4	5.8
RXN-10703	0.0	1.0	1.0	2.0	1.34	0.0	3.0	64.0	0.0	0.4	5.8
RXN-10704	326.17	350.17	399.66	311.33	279.01	3.83	3.33	145.67	2.0	1.33	10.5
RXN-10705	326.17	350.17	399.66	311.33	279.01	3.83	3.33	145.67	2.0	1.33	10.5
RXN-10708	44.0	10.0	16.0	35.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0
RXN-10711	16.75	23.0	16.75	10.5	3.25	0.0	1.0	18.0	0.0	0.2	1.9
RXN-10715	253.0	560.25	447.0	340.0	718.75	7.0	4.25	121.0	3.0	3.75	10.25
RXN-10724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RXN-10757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
RXN-10758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
RXN-10759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
RXN-10760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
RXN-10767	16.75	23.0	16.75	10.5	3.25	0.0	1.0	18.0	0.0	0.2	1.9
RXN-10769	8012.790000000001	5303.79	5878.209999999999	8641.0	6071.21	180.98	191.23	279.02	82.5	87.93	182.65
RXN-10773	8012.790000000001	5303.79	5878.209999999999	8641.0	6071.21	180.98	191.23	279.02	82.5	87.93	182.65
RXN-10778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
RXN-10780	253.0	560.25	447.0	340.0	718.75	7.0	4.25	121.0	3.0	3.75	10.25
RXN-10781	1267.68	1081.92	1046.51	1409.17	1151.75	712.01	708.24	808.01	706.45	705.15	714.54
RXN-10814	1780.01	1248.0100000000002	1233.16	1784.1699999999998	1249.6800000000003	38.83	36.33	114.67	16.5	17.529999999999998	39.9
RXN-10815	0.0	1.0	0.0	1.0	0.0	0.0	1.0	44.0	0.0	0.4	3.8
RXN-10817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
RXN-10819	1647.4299999999998	1529.6800000000003	1564.0700000000002	1622.25	2015.4300000000003	40.66	36.16	106.34	11.5	19.16	36.25
RXN-1082	20.0	22.0	24.0	36.0	16.0	0.0	0.0	32.0	0.0	0.4	0.8
RXN-10842	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
RXN-10857	843.2599999999999	659.09	609.08	817.25	815.34	247.5	249.91000000000005	284.34	237.15	240.28000000000003	249.23
RXN-10891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5	0.0	0.4	2.8
RXN-10907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
RXN-10908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
RXN-10910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
RXN-10911	1267.68	1081.92	1046.51	1409.17	1151.75	712.01	708.24	808.01	706.45	705.15	714.54
RXN-10912	253.0	560.25	447.0	340.0	718.75	7.0	4.25	121.0	3.0	3.75	10.25
RXN-10913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
RXN-10915	1267.68	1081.92	1046.51	1409.17	1151.75	712.01	708.24	808.01	706.45	705.15	714.54
RXN-10917	253.0	560.25	447.0	340.0	718.75	7.0	4.25	121.0	3.0	3.75	10.25
RXN-10949	925.09	832.4200000000001	829.4200000000001	967.92	880.17	251.67	249.58	285.67	242.15	240.95	253.73
RXN-10952	925.09	832.4200000000001	829.4200000000001	967.92	880.17	251.67	249.58	285.67	242.15	240.95	253.73
RXN-10953	925.09	832.4200000000001	829.4200000000001	967.92	880.17	251.67	249.58	285.67	242.15	240.95	253.73
RXN-10954	925.09	832.4200000000001	829.4200000000001	967.92	880.17	251.67	249.58	285.67	242.15	240.95	253.73
RXN-10994	139.42000000000002	146.0	96.42	297.0	102.75	231.17	229.33	231.67	234.15	233.00000000000003	233.83
RXN-11029	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	252.73
RXN-11032	45.34	11.0	16.34	46.0	5.66	458.34	456.66	454.34	462.3	462.00000000000006	458.66
RXN-11036	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	1.0
RXN-11046	770.01	407.34	379.67	744.09	250.84	244.17	248.83	272.67	238.15	238.7	248.98
RXN-11047	803.5899999999999	334.42	344.92	797.67	238.67	244.17	247.08	245.67	236.65	238.25000000000003	246.08
RXN-11051	41.5	78.5	181.0	50.0	43.5	1.5	0.0	0.0	2.0	1.0	3.5
RXN-11054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-11056	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-11057	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-11065	2437.94	3758.6	3657.56	3363.74	4823.1900000000005	519.16	492.23	606.02	495.3	492.87	509.7600000000001
RXN-11067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
RXN-11070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11108	7.0	19.0	4.0	17.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0
RXN-11109	1883.35	1128.2600000000002	1068.0	2300.17	852.11	497.17	498.74	646.5099999999999	479.8	482.7800000000001	515.31
RXN-11135	11040.93	9764.9	9518.63	12242.5	10416.07	2300.83	2268.7700000000004	2585.23	2187.35	2189.8	2284.9700000000003
RXN-11136	69.75	48.0	38.75	44.5	10.42	0.0	1.0	27.0	0.0	0.2	3.9
RXN-11146	1165.69	2135.85	2082.81	1710.65	2946.01	484.49	466.81	486.69	476.8	476.1500000000001	471.66
RXN-11181	0.0	0.0	0.0	1.0	0.0	0.0	0.0	25.0	0.0	0.2	2.4
RXN-11186	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
RXN-11187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11211	109.25	185.5	174.25	110.5	308.25	1.0	1.5	21.0	2.5	1.7	1.4
RXN-11213	2.25	5.0	6.75	4.0	1.25	0.0	1.0	59.0	0.0	0.6000000000000001	5.2
RXN-11217	109.25	185.5	174.25	110.5	308.25	1.0	1.5	21.0	2.5	1.7	1.4
RXN-11218	1.17	6.0	3.67	0.0	0.8300000000000001	229.17	229.33	219.17	231.15	231.00000000000003	229.33
RXN-11219	1.17	6.0	3.67	0.0	0.8300000000000001	229.17	229.33	219.17	231.15	231.00000000000003	229.33
RXN-11237	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11244	326.17	350.17	399.66	311.33	279.01	3.83	3.33	145.67	2.0	1.33	10.5
RXN-11245	0.0	1.0	1.0	2.0	1.34	0.0	3.0	64.0	0.0	0.4	5.8
RXN-11246	0.0	1.0	2.0	2.0	1.34	0.0	1.0	44.0	0.0	0.4	5.8
RXN-11277	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	3.0
RXN-11291	310.09000000000003	522.6700000000001	438.58	273.33	715.9200000000001	235.5	232.16000000000005	248.84	233.65	233.03000000000003	233.73
RXN-11302	2437.94	3758.6	3657.56	3363.74	4823.1900000000005	519.16	492.23	606.02	495.3	492.87	509.7600000000001
RXN-11313	10.25	9.0	7.75	138.0	23.25	1.0	0.0	9.0	0.0	1.0	1.0
RXN-11318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	1.4
RXN-11319	1674.34	1108.09	994.82	1852.91	1165.76	37.66	33.91	44.34	15.0	18.41	37.0
RXN-11322	14.0	12.0	17.0	6.0	13.0	0.0	0.0	3.5	0.0	0.0	2.0
RXN-11323	721.67	329.42	319.5	726.92	228.09	15.0	18.75	50.0	6.5	7.45	19.4
RXN-11326	721.67	329.42	319.5	726.92	228.09	15.0	18.75	50.0	6.5	7.45	19.4
RXN-11327	721.67	329.42	319.5	726.92	228.09	15.0	18.75	50.0	6.5	7.45	19.4
RXN-11328	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
RXN-11335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-11342	65.67	20.0	27.17	45.5	12.83	229.17	228.33	219.17	231.15	231.00000000000003	228.33
RXN-11344	65.67	20.0	27.17	45.5	12.83	229.17	228.33	219.17	231.15	231.00000000000003	228.33
RXN-11346	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	252.73
RXN-11347	1195.76	1116.59	1044.58	1367.75	1139.84	256.0	250.91000000000005	284.34	244.15	242.28000000000003	251.73
RXN-11348	310.09000000000003	522.6700000000001	438.58	273.33	715.9200000000001	235.5	232.16000000000005	248.84	233.65	233.03000000000003	233.73
RXN-11350	310.09000000000003	522.6700000000001	438.58	273.33	715.9200000000001	235.5	232.16000000000005	248.84	233.65	233.03000000000003	233.73
RXN-11351	2437.94	3758.6	3657.56	3363.74	4823.1900000000005	519.16	492.23	606.02	495.3	492.87	509.7600000000001
RXN-11363	73.34	102.34	42.0	89.34	64.34	1.0	0.0	0.0	2.0	1.0	1.0
RXN-11364	70.84	106.67	48.17	113.17	71.0	230.17	228.33	219.17	233.15	232.00000000000003	229.33
RXN-11365	90.01	121.34	77.83	103.0	77.34	230.5	228.66000000000005	250.84	233.15	232.53000000000003	233.23
RXN-11368	32.5	49.0	24.0	28.5	9.17	0.0	2.0	47.0	0.0	0.4	4.3
RXN-11396	955.1	1704.51	1947.07	1511.99	2392.09	485.33	467.15	542.85	474.8	473.89	474.46
RXN-11407	0.0	3.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
RXN-11455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
RXN-11474	35.0	67.0	12.0	55.5	11.67	0.0	5.0	45.0	0.0	0.4	4.3
RXN-11475	713.67	306.42	313.5	708.92	224.09	15.0	17.75	31.0	5.5	7.45	20.4
RXN-11476	2597.61	2779.43	2601.75	2986.0	2982.67	975.84	961.23	1202.0199999999998	954.6	951.2100000000002	976.17
RXN-11477	1141.1799999999998	1018.59	970.0	1286.5	1053.59	482.17	480.24	546.0099999999999	473.3	473.4800000000001	483.71
RXN-11478	1808.35	1265.7600000000002	1226.0	1987.67	1291.09	497.17	494.24	557.0099999999999	477.3	480.2800000000001	496.31
RXN-11479	35.0	67.0	12.0	55.5	11.67	0.0	5.0	45.0	0.0	0.4	4.3
RXN-11480	2597.61	2779.43	2601.75	2986.0	2982.67	975.84	961.23	1202.0199999999998	954.6	951.2100000000002	976.17
RXN-11481	1141.1799999999998	1018.59	970.0	1286.5	1053.59	482.17	480.24	546.0099999999999	473.3	473.4800000000001	483.71
RXN-11482	1808.35	1265.7600000000002	1226.0	1987.67	1291.09	497.17	494.24	557.0099999999999	477.3	480.2800000000001	496.31
RXN-11483	1350.67	498.92	546.0	1390.17	423.09	30.0	32.75	44.0	10.5	14.45	36.15
RXN-11484	1411.84	592.84	613.0	1411.34	445.5100000000001	30.0	34.5	56.5	12.0	14.7	36.9
RXN-11490	0.67	0.0	0.17	0.0	0.33	229.17	228.33	219.17	231.15	231.00000000000003	228.33
RXN-11496	661.17	227.17	248.0	691.17	206.84	15.0	16.0	34.5	5.0	7.2	20.4
RXN-11501	4248.860000000001	3172.86	3173.65	4552.34	3771.03	101.99	89.99	100.01	41.0	46.99	89.5
RXN-11572	1362.67	460.17	504.5	1406.42	412.67	30.0	30.0	26.0	10.0	14.0	33.75
RXN-11573	101.59	62.0	57.09	209.0	58.08	459.34	457.66	457.84	462.3	463.2000000000001	460.06
RXN-11574	2.0	3.0	5.0	2.5	3.17	0.0	1.0	18.0	0.0	0.2	2.4
RXN-11576	54.92	22.0	23.92	174.0	29.25	230.17	230.33	256.67	231.15	232.4	233.13
RXN-11577	1309.0	432.0	495.0	1377.5	405.0	30.0	30.0	26.0	10.0	14.0	32.5
RXN-11578	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
RXN-11586	1159.76	1118.59	1038.58	1342.75	1139.84	256.0	249.91000000000005	284.34	244.15	242.28000000000003	251.73
RXN-11588	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
RXN-11589	0.0	0.0	0.0	1.0	0.67	0.0	1.0	18.0	0.0	0.2	2.4
RXN-11591	411.59	690.1700000000001	659.08	538.3299999999999	823.4200000000001	238.0	232.16000000000005	280.34	235.65	235.03000000000003	235.23
RXN-11592	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	280.84	241.15	242.28000000000003	251.73
RXN-11593	16.5	21.0	15.0	8.5	3.67	0.0	0.0	0.0	0.0	0.0	2.5
RXN-11596	645.0	209.0	246.0	685.0	201.67	15.0	15.0	39.0	5.0	7.2	18.4
RXN-11597	0.25	0.0	1.75	3.0	3.25	0.0	0.0	3.5	0.0	0.0	0.0
RXN-11598	1087.76	985.59	947.58	1241.75	1029.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
RXN-11600	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
RXN-11601	1396.1	1569.93	1539.4	1730.91	1832.68	262.16	252.07	294.17999999999995	246.65	246.44000000000003	255.73
RXN-11602	1227.43	1168.76	1222.74	1420.08	1218.51	254.83	251.24	310.50999999999993	243.15	244.01000000000005	254.53
RXN-11615	1309.0	432.0	495.0	1377.5	405.0	30.0	30.0	26.0	10.0	14.0	32.5
RXN-11618	83.17	137.67	106.0	156.17	55.67	1.0	3.5	0.0	1.0	1.5	1.5
RXN-11620	83.17	137.67	106.0	156.17	55.67	1.0	3.5	0.0	1.0	1.5	1.5
RXN-11627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
RXN-11633	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
RXN-11635	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
RXN-11637	1829.43	1306.0100000000002	1276.08	1980.67	1275.2600000000002	268.0	267.66	307.34	247.65	249.53000000000003	268.73
RXN-11638	1326.26	1301.09	1124.08	1639.75	1256.84	258.0	249.91000000000005	284.34	246.15	244.28000000000003	253.73
RXN-11647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-11662	0.0	1.0	1.0	2.0	1.34	0.0	3.0	64.0	0.0	0.4	5.8
RXN-11690	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-11698	1.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11715	1175.51	1420.59	1409.33	1492.25	2083.09	255.0	255.91000000000005	273.84	246.15	246.08000000000004	253.83
RXN-11727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
RXN-11734	0.0	1.0	0.0	0.0	0.0	0.0	0.0	154.0	0.0	0.8	2.6
RXN-11737	1780.01	1248.0100000000002	1233.16	1784.1699999999998	1249.6800000000003	38.83	36.33	114.67	16.5	17.529999999999998	39.9
RXN-11743	1175.51	1420.59	1409.33	1492.25	2083.09	255.0	255.91000000000005	273.84	246.15	246.08000000000004	253.83
RXN-11754	770.01	407.34	379.67	744.09	250.84	244.17	248.83	272.67	238.15	238.7	248.98
RXN-11758	6.0	20.0	3.0	16.0	3.67	0.0	3.0	45.0	0.0	0.2	2.4
RXN-11761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	2.4
RXN-11832	1543.6	1893.43	1708.0700000000002	1715.41	2119.68	267.16	252.07	292.67999999999995	248.65	246.44000000000003	254.73
RXN-11833	515.84	893.1700000000001	848.3299999999999	809.8299999999999	1204.67	240.0	235.66000000000005	258.84	238.15	237.53000000000003	236.73
RXN-11834	0.67	0.0	0.17	1.0	1.0	229.17	229.33	237.17	231.15	231.2	230.73
RXN-11835	302.84000000000003	611.34	588.1600000000001	330.0	765.51	7.83	3.83	41.67	4.5	3.03	6.9
RXN-11836	845.5899999999999	421.42	390.42	939.42	291.17	245.17	249.08	274.67	237.65	239.45	249.73
RXN-11837	3216.6100000000006	2861.6000000000004	2680.41	3685.42	3072.51	759.17	746.4	780.35	725.45	726.1100000000001	749.39
RXN-11838	345.17	649.1700000000001	616.1600000000001	489.33	810.84	8.83	2.83	38.67	5.5	4.03	5.4
RXN-11839	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
RXN-11840	1.0	3.0	2.0	2.0	0.67	0.0	1.0	2.0	0.0	0.0	2.0
RXN-11841	0.0	0.0	0.0	1.0	0.67	0.0	1.0	18.0	0.0	0.2	2.4
RXN-11842	685.17	251.17	264.5	703.42	210.34	15.0	17.0	71.5	5.0	7.4	20.55
RXN-11843	685.17	251.17	264.5	703.42	210.34	15.0	17.0	71.5	5.0	7.4	20.55
RXN-11845	17.5	25.0	17.0	9.5	3.67	0.0	1.0	27.0	0.0	0.2	2.9
RXN-11860	410.59	686.1700000000001	657.08	537.3299999999999	823.4200000000001	238.0	232.16000000000005	261.34	235.65	235.03000000000003	235.23
RXN-11865	410.59	686.1700000000001	657.08	537.3299999999999	823.4200000000001	238.0	232.16000000000005	261.34	235.65	235.03000000000003	235.23
RXN-11866	0.0	0.0	0.0	1.0	0.67	0.0	1.0	18.0	0.0	0.2	2.4
RXN-11867	0.0	0.0	0.0	1.0	0.67	0.0	1.0	18.0	0.0	0.2	2.4
RXN-11902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
RXN-12002	2658.3599999999997	2884.02	2667.65	2970.16	3167.5199999999995	520.1600000000001	501.98	577.02	490.8	488.72	507.46
RXN-12014	339.17	633.1700000000001	614.1600000000001	488.33	811.6700000000001	8.83	1.83	11.67	4.5	3.83	4.0
RXN-12015	0.25	0.0	0.75	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12038	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.5	0.0	0.0	2.0
RXN-12041	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.5	0.0	0.0	2.0
RXN-12074	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-12086	43.0	71.0	38.0	79.0	55.0	1.0	0.0	0.0	2.0	1.2	3.4
RXN-12088	4248.860000000001	3172.86	3173.65	4552.34	3771.03	101.99	89.99	100.01	41.0	46.99	89.5
RXN-12093	756.3399999999999	323.09	327.16	861.75	254.26	15.33	18.08	57.67	5.5	8.98	22.8
RXN-12104	50.92	93.92	56.75	29.67	23.340000000000003	0.0	4.75	37.0	0.5	0.45	3.65
RXN-12130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
RXN-12160	6.0	20.0	3.0	16.0	3.67	0.0	3.0	45.0	0.0	0.2	2.4
RXN-12164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
RXN-12171	2037.68	1854.26	1885.49	2270.08	2256.4300000000003	275.83	272.24	302.01	252.15	252.61	273.73
RXN-12173	1944.5	634.0	739.5	2057.75	604.5	45.0	45.0	39.0	15.0	21.0	48.25
RXN-12174	1364.75	693.0	665.75	1541.75	722.25	34.0	31.5	31.0	18.5	18.5	38.75
RXN-12177	762.75	462.0	518.75	910.25	364.25	21.5	16.0	13.0	13.0	10.0	19.25
RXN-12184	3003.02	1504.6	1732.33	3037.51	1293.1	293.5	300.41	411.34	256.15	261.38	306.18
RXN-12193	1168.01	1113.59	1041.83	1371.75	1179.09	256.0	249.91000000000005	281.34	243.15	242.28000000000003	252.23
RXN-12195	6.0	9.0	16.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12196	6.0	9.0	16.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12223	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-1223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-12230	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
RXN-12238	27.67	1.67	0.33	21.33	2.67	0.33	0.33	1.67	0.0	0.33	1.0
RXN-12239	27.67	1.67	0.33	21.33	2.67	0.33	0.33	1.67	0.0	0.33	1.0
RXN-12241	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
RXN-12247	0.0	2.0	1.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	2.0
RXN-12252	16.75	23.0	16.75	10.5	3.25	0.0	1.0	18.0	0.0	0.2	1.9
RXN-12302	713.17	313.42	308.5	853.42	246.42	16.0	18.75	13.0	5.5	8.25	19.5
RXN-12303	9.67	8.0	3.17	135.0	24.67	229.17	230.33	289.17	231.15	232.6	240.53
RXN-12344	7.5	2.0	1.5	4.75	0.5	0.0	0.0	0.0	0.0	0.0	0.25
RXN-12345	23.5	40.0	19.0	24.5	7.0	0.0	1.0	0.0	0.0	0.0	0.5
RXN-12353	0.0	0.0	0.0	1.0	0.67	0.0	0.0	28.5	0.0	0.2	2.4
RXN-12365	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.2	0.4
RXN-12366	16.5	21.0	15.0	8.5	3.67	0.0	0.0	32.0	0.0	0.4	3.3
RXN-12367	16.5	21.0	15.0	8.5	3.67	0.0	0.0	32.0	0.0	0.4	3.3
RXN-12391	1168.01	1113.59	1041.83	1371.75	1179.09	256.0	249.91000000000005	281.34	243.15	242.28000000000003	252.23
RXN-12392	2037.68	1854.26	1885.49	2270.08	2256.4300000000003	275.83	272.24	302.01	252.15	252.61	273.73
RXN-12398	8177.05	5805.8	6056.799999999999	9051.85	7073.139999999999	187.15	184.4	213.35	73.5	90.9	179.75
RXN-12399	8177.05	5805.8	6056.799999999999	9051.85	7073.139999999999	187.15	184.4	213.35	73.5	90.9	179.75
RXN-12400	8177.05	5805.8	6056.799999999999	9051.85	7073.139999999999	187.15	184.4	213.35	73.5	90.9	179.75
RXN-12402	784.92	591.17	752.75	786.42	994.76	18.5	18.0	23.0	6.0	9.0	18.25
RXN-1241	0.0	0.0	0.0	0.0	0.0	0.0	1.0	27.0	0.0	0.2	0.4
RXN-12410	0.0	2.0	1.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	2.0
RXN-12411	0.0	2.0	1.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	2.0
RXN-12414	0.0	2.0	1.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	2.0
RXN-12423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-12424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
RXN-12430	43.67	71.92	51.0	12.67	19.090000000000003	0.0	2.75	12.0	0.5	0.25	2.25
RXN-12444	49.0	189.5	170.5	211.5	335.67	1.0	3.5	46.0	2.5	2.9	4.8
RXN-12445	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
RXN-12446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
RXN-12448	1267.68	1081.92	1046.51	1409.17	1151.75	712.01	708.24	808.01	706.45	705.15	714.54
RXN-12458	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
RXN-12460	1114.76	990.59	959.58	1254.75	1047.84	253.0	249.91000000000005	287.84	242.15	242.28000000000003	251.73
RXN-12462	409.59	683.1700000000001	655.08	535.3299999999999	822.7500000000001	238.0	231.16000000000005	243.34	236.65	234.83000000000004	232.83
RXN-12463	409.59	683.1700000000001	655.08	535.3299999999999	822.7500000000001	238.0	231.16000000000005	243.34	236.65	234.83000000000004	232.83
RXN-12466	16.5	21.0	15.0	7.5	3.0	0.0	0.0	3.5	0.0	0.0	0.5
RXN-12469	16.5	21.0	15.0	7.5	3.0	0.0	0.0	3.5	0.0	0.0	0.5
RXN-12472	391.09	658.1700000000001	635.08	526.3299999999999	817.2500000000001	238.0	231.16000000000005	246.84	235.65	235.03000000000003	232.73
RXN-12480	909.84	792.5900000000001	831.1600000000001	927.25	900.76	21.83	19.58	34.67	8.0	9.08	20.0
RXN-12481	44.0	46.0	28.0	23.0	26.0	0.0	0.0	3.5	0.0	0.0	0.0
RXN-12490	0.0	1.0	1.0	2.0	1.34	0.0	3.0	64.0	0.0	0.4	5.8
RXN-12496	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0
RXN-12519	0.0	0.0	0.0	1.0	0.67	0.0	0.0	16.0	0.0	0.2	2.4
RXN-12521	2.0	2.0	3.0	2.0	1.67	0.0	1.0	18.0	0.0	0.2	2.4
RXN-12545	3.5	70.5	4.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12558	9.0	9.0	16.0	2.0	10.0	0.0	1.0	28.0	0.0	0.2	0.4
RXN-12559	9.0	9.0	16.0	2.0	10.0	0.0	1.0	28.0	0.0	0.2	0.4
RXN-12560	0.0	1.0	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	1.0
RXN-12561	221.51	188.17	306.0	189.33	189.33	459.17	461.99	614.5099999999999	462.3	463.5300000000001	463.56
RXN-12565	0.0	1.0	2.0	2.0	1.34	0.0	1.0	44.0	0.0	0.4	5.8
RXN-12570	0.0	1.0	1.0	2.0	1.34	0.0	3.0	64.0	0.0	0.4	5.8
RXN-12575	16.75	23.0	16.75	10.5	3.25	0.0	1.0	18.0	0.0	0.2	1.9
RXN-12579	43.0	71.0	38.0	79.0	55.0	1.0	0.0	0.0	2.0	1.2	3.4
